Conference	Year	Name	Authors	Citations	Publication	URL
IEEE Transactions on Software Engineering	2010	Solving the Class Responsibility Assignment Problem in Object-Oriented Analysis with Multi-Objective Genetic Algorithms	M Bowman, LC Briand, Y Labiche	64	Software Engineering, IEEE Transactions on 36 (6), 817-837	http://scholar.google.com/scholar?oi=bibs&cluster=4311836195791809635&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2013	On Fault Representativeness of Software Fault Injection	R Natella, D Cotroneo, J Duraes, HS Madeira	64	Software Engineering, IEEE Transactions on 39 (1), 80-96	http://scholar.google.com/scholar?oi=bibs&cluster=14407134871137080522&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2011	Systematic review and aggregation of empirical studies on elicitation techniques	O Dieste, N Juristo	62	Software Engineering, IEEE Transactions on 37 (2), 283-304	http://scholar.google.com/scholar?oi=bibs&cluster=15892846142843996336&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2010	A Comparison of Six UML-Based Languages for Software Process Modeling	R Bendraou, JM Jzquel, MP Gervais, X Blanc	61	Software Engineering, IEEE Transactions on 36 (5), 662-675	http://scholar.google.com/scholar?oi=bibs&cluster=8945829366191062678&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2010	What Makes a Good Bug Report?	T Zimmermann, R Premraj, N Bettenburg, S Just, A Schrter, C Weiss	60	Software Engineering, IEEE Transactions on 36 (5), 618-643	http://scholar.google.com/scholar?oi=bibs&cluster=16751523116555801481&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2013	Software Architecture Optimization Methods: A Systematic Literature Review	A Aleti, B Buhnova, L Grunske, A Koziolek, I Meedeniya	59	Software Engineering, IEEE Transactions on 39 (5), 658-683	http://scholar.google.com/scholar?oi=bibs&cluster=2324361234398296278&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2012	StakeRare: Using Social Networks and Collaborative Filtering for Large-Scale Requirements Elicitation	SL Lim, A Finkelstein	58	Software Engineering, IEEE Transactions on 38 (3), 707-735	http://scholar.google.com/scholar?oi=bibs&cluster=8174890518884326022&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2010	Incremental Test Generation for Software Product Lines	E Uzuncaova, S Khurshid, D Batory	58	Software Engineering, IEEE Transactions on 36 (3), 309-322	http://scholar.google.com/scholar?oi=bibs&cluster=8051454834549633099&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2010	Context-Aware Adaptive Applications: Fault Patterns and Their Automated Identification	M Sama, S Elbaum, F Raimondi, DS Rosenblum, Z Wang	56	Software Engineering, IEEE Transactions on 36 (5), 644-661	http://scholar.google.com/scholar?oi=bibs&cluster=4571591879455990713&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2011	Genetic Algorithms for Randomized Unit Testing	JH Andrews, T Menzies, FCH Li	56	Software Engineering, IEEE Transactions on 37 (1), 80-94	http://scholar.google.com/scholar?oi=bibs&cluster=15062662461652430995&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2011	Does Socio-Technical Congruence Have an Effect on Software Build Success? A Study of Coordination in a Software Project	I Kwan, A Schrter, D Damian	55	Software Engineering, IEEE Transactions on 37 (3), 307-324	http://scholar.google.com/scholar?oi=bibs&cluster=9114531329626506782&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2010	Software Reliability and Testing Time Allocation: An Architecture-Based Approach	R Pietrantuono, S Russo, KS Trivedi	55	Software Engineering, IEEE Transactions on 36 (3), 323-337	http://scholar.google.com/scholar?oi=bibs&cluster=14938758194401473954&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2011	Automatically Detecting and Tracking Inconsistencies in Software Design Models	A Egyed	55	Software Engineering, IEEE Transactions on 37 (2), 188-204	http://scholar.google.com/scholar?oi=bibs&cluster=11146757038404220772&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2012	On the Evolution of Services	V Andrikopoulos, S Benbernou, MP Papazoglou	55	Software Engineering, IEEE Transactions on 38 (3), 609-628	http://scholar.google.com/scholar?oi=bibs&cluster=16560779167836593473&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2011	A Controlled Experiment for Program Comprehension through Trace Visualization	B Cornelissen, A Zaidman, A Van Deursen	54	Software Engineering, IEEE Transactions on 37 (3), 341-355	http://scholar.google.com/scholar?oi=bibs&cluster=14017075224192859282&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2012	Random Testing: Theoretical Results and Practical Implications	A Arcuri, MZ Iqbal, L Briand	54	Software Engineering, IEEE Transactions on 38 (2), 258-277	http://scholar.google.com/scholar?oi=bibs&cluster=5305775077176225316&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Transactions on Software Engineering	2012	On the Value of Ensemble Effort Estimation	E Kocaguneli, T Menzies, JW Keung	53	Software Engineering, IEEE Transactions on 38 (6), 1403-1416	http://scholar.google.com/scholar?oi=bibs&cluster=5050810245609871865&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2012	A decade of agile methodologies: Towards explaining agile software development	T Dingsyr, S Nerur, VG Balijepally, NB Moe	175	Journal of Systems and Software 85 (6), 1213-1221	http://scholar.google.com/scholar?oi=bibs&cluster=4506590499988105806&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	A systematic and comprehensive investigation of methods to build and evaluate fault prediction models	E Arisholm, LC Briand, EB Johannessen	145	Journal of Systems and Software 83 (1), 2-17	http://scholar.google.com/scholar?oi=bibs&cluster=12387628508095736987&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	A survey on privacy in mobile participatory sensing applications	D Christin, A Reinhardt, SS Kanhere, M Hollick	131	Journal of Systems and Software 84 (11), 1928-1946	http://scholar.google.com/scholar?oi=bibs&cluster=8504135330060407722&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	From integration to composition: On the impact of software product lines, global development and ecosystems	J Bosch, P Bosch-Sijtsema	124	Journal of Systems and Software 83 (1), 67-76	http://scholar.google.com/scholar?oi=bibs&cluster=11454719307635991812&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Adaptive Random Testing: The ART of test case diversity	TY Chen, FC Kuo, RG Merkel, TH Tse	122	Journal of Systems and Software 83 (1), 60-66	http://scholar.google.com/scholar?oi=bibs&cluster=8520563713969433544&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Verification and validation of declarative model-to-model transformations through invariants	J Cabot, R Claris, E Guerra, J de Lara	115	Journal of Systems and Software 83 (2), 283-302	http://scholar.google.com/scholar?oi=bibs&cluster=5866343325185597923&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	A family of code coverage-based heuristics for effective fault localization	WE Wong, V Debroy, B Choi	102	Journal of Systems and Software 83 (2), 188-208	http://scholar.google.com/scholar?oi=bibs&cluster=5349930914170276462&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Whats up with software metrics?A preliminary mapping study	B Kitchenham	102	Journal of Systems and Software 83 (1), 37-51	http://scholar.google.com/scholar?oi=bibs&cluster=14496209505059696109&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	A comparative study of architecture knowledge management tools	A Tang, P Avgeriou, A Jansen, R Capilla, MA Babar	100	Journal of Systems and Software 83 (3), 352-370	http://scholar.google.com/scholar?oi=bibs&cluster=12353084762171302133&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Status and trends of mobile-health applications for iOS devices: A developer's perspective	C Liu, Q Zhu, KA Holroyd, EK Seng	96	Journal of Systems and Software 84 (11), 2022-2033	http://scholar.google.com/scholar?oi=bibs&cluster=2403679895353393075&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Structuring the modeling space and supporting evolution in software product line engineering	D Dhungana, P Grnbacher, R Rabiser, T Neumayer	80	Journal of Systems and Software 83 (7), 1108-1122	http://scholar.google.com/scholar?oi=bibs&cluster=14283522412232583551&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2013	Software ecosystemsA systematic literature review	K Manikas, KM Hansen	79	Journal of Systems and Software 86 (5), 1294-1306	http://scholar.google.com/scholar?oi=bibs&cluster=9571680623819449559&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Bridging metamodels and ontologies in software engineering	B Henderson-Sellers	73	Journal of Systems and Software 84 (2), 301-313	http://scholar.google.com/scholar?oi=bibs&cluster=4299416566539278601&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Threshold visual secret sharing by random grids	TH Chen, KH Tsao	73	Journal of Systems and Software 84 (7), 1197-1208	http://scholar.google.com/scholar?oi=bibs&cluster=9787607361855854802&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2013	An orchestrated survey of methodologies for automated software test case generation	S Anand, EK Burke, TY Chen, J Clark, MB Cohen, W Grieskamp, ...	70	Journal of Systems and Software 86 (8), 1978-2001	http://scholar.google.com/scholar?oi=bibs&cluster=12654577515499039369&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Intrusion detection for mobile devices using the knowledge-based, temporal abstraction method	A Shabtai, U Kanonov, Y Elovici	67	Journal of Systems and Software 83 (8), 1524-1537	http://scholar.google.com/scholar?oi=bibs&cluster=2745170519824376838&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Mobile applications in an aging society: Status and trends	I Plaza, L Martn, S Martin, C Medrano	67	Journal of Systems and Software 84 (11), 1977-1988	http://scholar.google.com/scholar?oi=bibs&cluster=16720331276757889430&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	A family of implementation-friendly BN elliptic curves	GCCF Pereira, MA Simplcio, M Naehrig, PSLM Barreto	67	Journal of Systems and Software 84 (8), 1319-1326	http://scholar.google.com/scholar?oi=bibs&cluster=11028441617705123006&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Adsorption of copper on amine-functionalized SBA-15 prepared by co-condensation: Equilibrium properties	E Da'na, A Sayari	66	Journal of Systems and Software 166 (1), 445-453	http://scholar.google.com/scholar?oi=bibs&cluster=4662925969852735953&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2012	Leagile software development: An experience report analysis of the application of lean approaches in agile software development	X Wang, K Conboy, O Cawley	63	Journal of Systems and Software 85 (6), 1287-1299	http://scholar.google.com/scholar?oi=bibs&cluster=10937000903738965061&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Factors influencing clients in the selection of offshore software outsourcing vendors: An exploratory study using a systematic literature review	SU Khan, M Niazi, R Ahmad	62	Journal of Systems and Software 84 (4), 686-699	http://scholar.google.com/scholar?oi=bibs&cluster=66290562325885354&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	A genetic algorithm for optimized feature selection with resource constraints in software product lines	J Guo, J White, G Wang, J Li, Y Wang	62	Journal of Systems and Software 84 (12), 2208-2221	http://scholar.google.com/scholar?oi=bibs&cluster=4452257668303410398&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Power optimization for dynamic configuration in heterogeneous web server clusters	L Bertini, JCB Leite, D Moss	61	Journal of Systems and Software 83 (4), 585-598	http://scholar.google.com/scholar?oi=bibs&cluster=9887626106241594051&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Efficient multi-objective higher order mutation testing with genetic programming	WB Langdon, M Harman, Y Jia	61	Journal of Systems and Software 83 (12), 2416-2430	http://scholar.google.com/scholar?oi=bibs&cluster=15427462431309738641&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Antecedents to IT personnel's intentions to leave: A systematic literature review	AH Ghapanchi, A Aurum	60	Journal of Systems and Software 84 (2), 238-249	http://scholar.google.com/scholar?oi=bibs&cluster=4489645675304562182&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Reverse electrodialysis: A validated process model for design and optimization	J Veerman, M Saakes, SJ Metz, GJ Harmsen	60	Journal of Systems and Software 166 (1), 256-268	http://scholar.google.com/scholar?oi=bibs&cluster=3156393173935642649&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	Survey of data management and analysis in disaster situations	V Hristidis, SC Chen, T Li, S Luis, Y Deng	60	Journal of Systems and Software 83 (10), 1701-1714	http://scholar.google.com/scholar?oi=bibs&cluster=7788289134461594750&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Mining significant factors affecting the adoption of SaaS using the rough set approach	WW Wu	58	Journal of Systems and Software 84 (3), 435-441	http://scholar.google.com/scholar?oi=bibs&cluster=17830161421723165949&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2010	A simple, least-time, and energy-efficient routing protocol with one-level data aggregation for wireless sensor networks	S Misra, PD Thomasinous	57	Journal of Systems and Software 83 (5), 852-860	http://scholar.google.com/scholar?oi=bibs&cluster=18138666598355693020&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	Supported room temperature ionic liquid membranes for CO sub (2)/CH sub (4) separation	DD Iarikov, P Hacarlioglu, ST Oyama	57	Journal of Systems and Software 166 (1), 401-406	http://scholar.google.com/scholar?oi=bibs&cluster=16527816091924317094&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2013	Cloud computing security: The scientific challenge, and a survey of solutions	MD Ryan	57	Journal of Systems and Software 86 (9), 2263-2268	http://scholar.google.com/scholar?oi=bibs&cluster=3847138207909377119&btnI=1&nossl=1&hl=en&oe=ASCII
Journal of Systems and Software	2011	A mathematical model for non-monotonic deposition profiles in deep bed filtration systems	H Yuan, AA Shapiro	56	Journal of Systems and Software 166 (1), 105-115	http://scholar.google.com/scholar?oi=bibs&cluster=9775416211488466630&btnI=1&nossl=1&hl=en&oe=ASCII
