Conference	Year	Name	Authors	Citations	Publication	URL
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2011	Emscripten: an LLVM-to-JavaScript compiler	A Zakai	50	Proceedings of the ACM international conference companion on Object oriented ...	http://scholar.google.com/scholar?oi=bibs&cluster=7048019096280752782&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2010	Type classes as objects and implicits.	Bruno C. d. S. Oliveira, A Moors, M Odersky	49	OOPSLA, 341-360	http://scholar.google.com/scholar?oi=bibs&cluster=17879747346105757471&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2010	Agility in context.	R Hoda, P Kruchten, J Noble, S Marshall	48	OOPSLA, 74-88	http://scholar.google.com/scholar?oi=bibs&cluster=15621105266197596416&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2012	AutoMan: a platform for integrating human-based and digital computation.	DW Barowy, C Curtsinger, ED Berger, A McGregor	46	OOPSLA, 639-654	http://scholar.google.com/scholar?oi=bibs&cluster=2224326329891639124&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2012	Dependent types for JavaScript.	R Chugh, D Herman, R Jhala	43	OOPSLA, 587-606	http://scholar.google.com/scholar?oi=bibs&cluster=15195193955241364538&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2012	Maple: a coverage-driven testing tool for multithreaded programs.	J Yu, S Narayanasamy, C Pereira, G Pokam	41	OOPSLA, 485-502	http://scholar.google.com/scholar?oi=bibs&cluster=13272311782894107092&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2011	Catch me if you can: performance bug detection in the wild.	M Jovic, A Adamoli, M Hauswirth	41	OOPSLA, 155-170	http://scholar.google.com/scholar?oi=bibs&cluster=2910574922725036030&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2011	Testing atomicity of composed concurrent operations.	O Shacham, NG Bronson, A Aiken, M Sagiv, MT Vechev, E Yahav	41	OOPSLA, 51-64	http://scholar.google.com/scholar?oi=bibs&cluster=4894305110516460021&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2010	An experiment about static and dynamic type systems: doubts about the positive impact of static type systems on development time.	S Hanenberg	40	OOPSLA, 22-35	http://scholar.google.com/scholar?oi=bibs&cluster=16338823463825586795&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2011	First-class state change in plaid.	J Sunshine, K Naden, S Stork, J Aldrich,  Tanter	40	OOPSLA, 713-732	http://scholar.google.com/scholar?oi=bibs&cluster=127786966915670286&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2011	Synthesizing method sequences for high-coverage testing.	S Thummalapenta, T Xie, N Tillmann, J de Halleux, Z Su	39	OOPSLA, 189-206	http://scholar.google.com/scholar?oi=bibs&cluster=108893626024254526&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2011	Automated construction of JavaScript benchmarks.	G Richards, A Gal, B Eich, J Vitek	38	OOPSLA, 677-694	http://scholar.google.com/scholar?oi=bibs&cluster=8991719200498127424&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2012	Checking reachability using matching logic.	G Rosu, A Stefanescu	38	OOPSLA, 555-574	http://scholar.google.com/scholar?oi=bibs&cluster=8133208506734844321&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2013	Targeted and depth-first exploration for systematic testing of android apps.	T Azim, I Neamtiu	37	OOPSLA, 641-660	http://scholar.google.com/scholar?oi=bibs&cluster=5670918630794342225&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2010	Ownership and immutability in generic Java.	Y Zibin, A Potanin, P Li, M Ali, MD Ernst	37	OOPSLA, 598-617	http://scholar.google.com/scholar?oi=bibs&cluster=3007098472135824012&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2011	Tool-supported refactoring for JavaScript.	A Feldthaus, TD Millstein, A Mller, M Schfer, F Tip	37	OOPSLA, 119-138	http://scholar.google.com/scholar?oi=bibs&cluster=10419465269823329889&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2012	Chaperones and impersonators: run-time support for reasonable interposition.	TS Strickland, S Tobin-Hochstadt, RB Findler, M Flatt	36	OOPSLA, 943-962	http://scholar.google.com/scholar?oi=bibs&cluster=3880977342850349121&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2012	Energy types.	M Cohen, HS Zhu, EE Senem, YD Liu	35	OOPSLA, 831-850	http://scholar.google.com/scholar?oi=bibs&cluster=3815724724280932978&btnI=1&nossl=1&hl=en&oe=ASCII
Conference on Object-Oriented Programming Systems, Languages, and Applications (OOPSLA)	2011	PREFAIL: a programmable tool for multiple-failure injection.	P Joshi, HS Gunawi, K Sen	34	OOPSLA, 171-188	http://scholar.google.com/scholar?oi=bibs&cluster=114125844135104695&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Symbolic PathFinder: symbolic execution of Java bytecode	CS Psreanu, N Rungta	107	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=16705932473316814399&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Variability modeling in the real: a perspective from the operating systems domain	T Berger, S She, R Lotufo, A Wsowski, K Czarnecki	104	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=5319540659621322756&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	MoDisco: a generic and extensible framework for model driven reverse engineering	H Bruneliere, J Cabot, F Jouault, F Madiot	100	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=13809123444306066472&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2012	Using GUI ripping for automated testing of Android applications	D Amalfitano, AR Fasolino, P Tramontana, S De Carmine, AM Memon	98	Proceedings of the 27th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=5883548323398880354&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Towards automatically generating summary comments for Java methods	G Sridhara, E Hill, D Muppaneni, L Pollock, K Vijay-Shanker	88	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=1561369884354845288&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Towards more accurate retrieval of duplicate bug reports	C Sun, D Lo, SC Khoo, J Jiang	71	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=14419406738375928035&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Detection of feature interactions using feature-aware verification	S Apel, H Speidel, P Wendler, A von Rhein, D Beyer	66	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=13295047810992639072&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Local vs. global models for effort estimation and defect prediction	T Menzies, A Butcher, A Marcus, T Zimmermann, D Cok	61	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=14175246749991764669&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Automated web application testing using search based software engineering	N Alshahwan, M Harman	53	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=7723102817598141683&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Ecological inference in empirical software engineering	D Posnett, V Filkov, P Devanbu	51	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=6994049198280130435&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Towards mining replacement queries for hard-to-retrieve traces	M Gibiec, A Czauderna, J Cleland-Huang	45	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=15422210198553498083&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Automatically documenting program changes	RPL Buse, WR Weimer	45	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=9684554316151119806&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Towards requirements aware systems: Run-time resolution of design-time assumptions	K Welsh, P Sawyer, N Bencomo	42	Automated Software Engineering (ASE), 2011 26th IEEE/ACM International ...	http://scholar.google.com/scholar?oi=bibs&cluster=6138879171944963703&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	MODA: automated test generation for database applications via mock objects	K Taneja, Y Zhang, T Xie	42	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=3342902436770910676&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Combining search-based and constraint-based testing	J Malburg, G Fraser	42	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=15653145740185551110&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Eliminating navigation errors in web applications via model checking and runtime enforcement of navigation state machines	S Hall, T Ettema, C Bunch, T Bultan	38	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=4702508797409404521&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	A topic-based approach for narrowing the search space of buggy files from a bug report	AT Nguyen, TT Nguyen, J Al-Kofahi, HV Nguyen, TN Nguyen	38	Automated Software Engineering (ASE), 2011 26th IEEE/ACM International ...	http://scholar.google.com/scholar?oi=bibs&cluster=13253172292164589045&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	A sentence-matching method for automatic license identification of source code files	DM German, Y Manabe, K Inoue	38	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=6467657584220182331&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Flexible and scalable consistency checking on product line variability models	M Vierhauser, P Grnbacher, A Egyed, R Rabiser, W Heider	38	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=16227745866095919799&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2012	The GISMOE challenge: constructing the pareto program surface using genetic programming to find better programs (keynote paper)	M Harman, WB Langdon, Y Jia, DR White, A Arcuri, JA Clark	37	Proceedings of the 27th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=3902712643381344451&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	A rule-based approach to the semantic lifting of model differences in the context of model versioning	T Kehrer, U Kelter, G Taentzer	37	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=3645042249483208958&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Automated extraction of architecture-level performance models of distributed component-based systems	F Brosig, N Huber, S Kounev	37	Automated Software Engineering (ASE), 2011 26th IEEE/ACM International ...	http://scholar.google.com/scholar?oi=bibs&cluster=1604333291006314477&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Deviance from perfection is a better criterion than closeness to evil when identifying risky code	M Kessentini, S Vaucher, H Sahraoui	37	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=8594175036681879076&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	PLASMA: a plan-based layered architecture for software model-driven adaptation	H Tajalli, J Garcia, G Edwards, N Medvidovic	37	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=12339944360264888233&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Test generation to expose changes in evolving programs	D Qi, A Roychoudhury, Z Liang	37	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=10437946340805444161&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	A two-step technique for extract class refactoring	G Bavota, A De Lucia, A Marcus, R Oliveto	36	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=6640596859963396678&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Self-adaptive software meets control theory: A preliminary approach supporting reliability requirements	A Filieri, C Ghezzi, A Leva, M Maggio	34	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=6967918785665752382&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2012	Duplicate bug report detection with a combination of information retrieval and topic modeling	AT Nguyen, TT Nguyen, TN Nguyen, D Lo, C Sun	34	Proceedings of the 27th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=9731238184250162766&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Scenario-based and value-based specification mining: better together	D Lo, S Maoz	34	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=16544230652271382168&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	When to use data from other projects for effort estimation	E Kocaguneli, G Gay, T Menzies, Y Yang, JW Keung	34	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=432928610246535648&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2013	Detecting bad smells in source code using change history information	F Palomba, G Bavota, M Di Penta, R Oliveto, A De Lucia, D Poshyvanyk	33	Automated Software Engineering (ASE), 2013 IEEE/ACM 28th International ...	http://scholar.google.com/scholar?oi=bibs&cluster=13921558786318400474&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2011	Finding relevant answers in software forums	S Gottipati, D Lo, J Jiang	33	Proceedings of the 2011 26th IEEE/ACM International Conference on Automated ...	http://scholar.google.com/scholar?oi=bibs&cluster=1053939965758511683&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE/ACM International Conference on Automated Software Engineering (ASE)	2010	Software design sketching with calico	N Mangano, A Baker, M Dempsey, E Navarro, A van der Hoek	33	Proceedings of the IEEE/ACM international conference on Automated software ...	http://scholar.google.com/scholar?oi=bibs&cluster=8123677142063383112&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	The Rise and Fall of the Chaos Report Figures	J Eveleens, C Verhoef	198	IEEE Software 27 (1), 30	http://scholar.google.com/scholar?oi=bibs&cluster=1838075384253161116&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2011	Development Platforms for Mobile Applications: Status and Trends	D Gavalas, D Economou	128	Software, IEEE 28 (1), 77-86	http://scholar.google.com/scholar?oi=bibs&cluster=10653470824160572364&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2011	Rigorous Component-Based System Design Using the BIP Framework	A Basu, S Bensalem, M Bozga, J Combaz, M Jaber, TH Nguyen, J Sifakis	114	IEEE Software, 41-48	http://scholar.google.com/scholar?oi=bibs&cluster=10454309209509399655&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Recommendation Systems for Software Engineering	MP Robillard, RJ Walker, T Zimmermann	111	Software, IEEE 27 (4), 80-86	http://scholar.google.com/scholar?oi=bibs&cluster=1109069352187781553&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Collaboration Tools for Global Software Engineering	F Lanubile, C Ebert, R Prikladnicki, A Vizcano	105	IEEE Software, 52-55	http://scholar.google.com/scholar?oi=bibs&cluster=12247242105932161170&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Agility and Architecture: Can They Coexist?	P Abrahamsson, MA Babar, P Kruchten	75	Software, IEEE 27 (2), 16-22	http://scholar.google.com/scholar?oi=bibs&cluster=7769816700659034209&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2012	Technical Debt: From Metaphor to Theory and Practice	P Kruchten, RL Nord, I Ozkaya	72	IEEE Software, 18-21	http://scholar.google.com/scholar?oi=bibs&cluster=17169911410741533522&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	People over Process: Key Challenges in Agile Development	K Conboy, S Coyle, X Wang, M Pikkarainen	65	IEEE Software, 48-57	http://scholar.google.com/scholar?oi=bibs&cluster=13602443782490467723&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Up in the Air: Moving Your Applications to the Cloud	P Louridas	63	IEEE Software, 6-11	http://scholar.google.com/scholar?oi=bibs&cluster=17968570863142235014&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2011	A Distributed Access Control Architecture for Cloud Computing	AA Almutairi, MI Sarfraz, S Basalamah, WG Aref, A Ghafoor	61	IEEE Software, 36-44	http://scholar.google.com/scholar?oi=bibs&cluster=11523199121421109702&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2011	Managing Evolving Services	MP Papazoglou, V Andrikopoulos, S Benbernou	60	Software, IEEE 28 (3), 49-55	http://scholar.google.com/scholar?oi=bibs&cluster=4572612907417089360&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Static Architecture-Conformance Checking: An Illustrative Overview	L Passos, R Terra, MT Valente, R Diniz, N das Chagas Mendonca	54	IEEE Software 27 (5), 82	http://scholar.google.com/scholar?oi=bibs&cluster=17901522596072974289&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2011	Developing Cloud Business Models: A Case Study on Cloud Gaming	A Ojala, P Tyrvainen	51	IEEE Software 28 (4), 42	http://scholar.google.com/scholar?oi=bibs&cluster=1035926002907456062&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Handshaking with Implementation Proposals: Negotiating Requirements Understanding	S Fricker, T Gorschek, C Byman, A Schmidle	50	IEEE Software, 72-80	http://scholar.google.com/scholar?oi=bibs&cluster=4174853077656065074&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2011	SASSY: A Framework for Self-Architecting Service-Oriented Systems	D Menasc, H Gomaa, S Malek, JP Sousa	50	Software, IEEE 28 (6), 78-85	http://scholar.google.com/scholar?oi=bibs&cluster=8209699284021796345&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Making Program Refactoring Safer	G Soares, R Gheyi, D Serey, T Massoni	49	Software, IEEE 27 (4), 52-57	http://scholar.google.com/scholar?oi=bibs&cluster=4285922050961824421&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Managing Variability in Software Product Lines	MA Babar, L Chen, F Shull	47	Software, IEEE 27 (3), 89-91, 94	http://scholar.google.com/scholar?oi=bibs&cluster=780618054818808497&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2012	Where's the Theory for Software Engineering?	P Johnson, M Ekstedt, I Jacobson	45	IEEE Software, 96	http://scholar.google.com/scholar?oi=bibs&cluster=8830143125109598487&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2011	Fast and Accurate Annotation of Short Texts with Wikipedia Pages	P Ferragina, U Scaiella	43	IEEE Software, 70-75	http://scholar.google.com/scholar?oi=bibs&cluster=13475109599732227427&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Combining Service-Orientation with Product Line Engineering	J Lee, G Kotonya	43	Software, IEEE 27 (3), 35-41	http://scholar.google.com/scholar?oi=bibs&cluster=5601021897690769052&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2012	Testing in the Cloud: Exploring the Practice	L Riungu-Kalliosaari, O Taipale, K Smolander	38	Software, IEEE 29 (2), 46-51	http://scholar.google.com/scholar?oi=bibs&cluster=1595833151219585515&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Guest Editors' Introduction: Successful Software Product Line Practices	JD McGregor, D Muthig, K Yoshimura, P Jensen	36	Software, IEEE 27 (3), 16-21	http://scholar.google.com/scholar?oi=bibs&cluster=5479949557203735942&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	A Lightweight Innovation Process for Software-Intensive Product Development	T Gorschek, S Fricker, K Palm, S Kunsman	35	IEEE Software 27 (1), 37	http://scholar.google.com/scholar?oi=bibs&cluster=8197655556017472307&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Four Trends Leading to Java Runtime Bloat	N Mitchell, E Schonberg, G Sevitsky	35	Software, IEEE 27 (1), 56-63	http://scholar.google.com/scholar?oi=bibs&cluster=2061992816769853154&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Self-Adaptation Using Multiagent Systems	D Weyns, M Georgeff	35	Software, IEEE 27 (1), 86-91	http://scholar.google.com/scholar?oi=bibs&cluster=16217816557736777357&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Agile Architecture Interactions	J Madison	35	Software, IEEE 27 (2), 41-48	http://scholar.google.com/scholar?oi=bibs&cluster=670952059186893659&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Software in Automotive Systems	J Mssinger	34	IEEE Software, 92-94	http://scholar.google.com/scholar?oi=bibs&cluster=8177025247371318625&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Mining for Computing Jobs	C Litecky, A Aken, A Ahmad, HJ Nelson	34	Software, IEEE 27 (1), 78-85	http://scholar.google.com/scholar?oi=bibs&cluster=7908153609351056396&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2013	Social Networking Meets Software Development: Perspectives from GitHub, MSDN, Stack Exchange, and TopCoder	A Begel, J Bosch, MA Storey	33	Software, IEEE 30 (1), 52-66	http://scholar.google.com/scholar?oi=bibs&cluster=13041309813962326821&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	An Architecture-Driven Modernization Tool for Calculating Metrics	JLC Izquierdo, JG Molina	32	Software, IEEE 27 (4), 37-43	http://scholar.google.com/scholar?oi=bibs&cluster=9914581992985676499&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2010	Toward Compositional Software Product Lines	J Bosch	32	Software, IEEE 27 (3), 29-34	http://scholar.google.com/scholar?oi=bibs&cluster=1907495765838927691&btnI=1&nossl=1&hl=en&oe=ASCII
IEEE Software	2011	From Programming to Modeling-and Back Again	M Vlter	32	Software, IEEE 28 (6), 20-25	http://scholar.google.com/scholar?oi=bibs&cluster=10831983588284047051&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2013	The MathSAT5 SMT solver	A Cimatti, A Griggio, BJ Schaafsma, R Sebastiani	97	Proceedings of the 19th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=18126663713366001656&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	The OpenSMT solver	R Bruttomesso, E Pek, N Sharygina, A Tsitovich	87	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=7379613083558710392&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Assume-Guarantee verification for probabilistic systems	M Kwiatkowska, G Norman, D Parker, H Qu	78	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=1949720891371742154&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	A polymorphic intermediate verification language: design and logical encoding	KRM Leino, P Rmmer	64	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=6056049005492258136&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Blocked clause elimination	M Jrvisalo, A Biere, M Heule	63	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=6826179057994378964&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	JTorX: a tool for on-line model-driven test derivation and execution	A Belinfante	58	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=1739134406814845791&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2013	Second competition on software verification	D Beyer	58	Proceedings of the 19th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=7733117221564379221&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2012	Competition on software verification	D Beyer	58	Proceedings of the 18th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=16196188646296087808&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2010	Model checking interactive markov chains	L Zhang, MR Neuhuer	55	Proceedings of the 16th international conference on Tools and Algorithms for ...	http://scholar.google.com/scholar?oi=bibs&cluster=4571460848169015921&btnI=1&nossl=1&hl=en&oe=ASCII
International Conference on Tools and Algorithms for the Construction and Analysis of Systems (TACAS)	2011	Next Generation LearnLib.	M Merten, B Steffen, F Howar, T Margaria	55	TACAS, 220-223	http://scholar.google.com/scholar?oi=bibs&cluster=4648072612556395681&btnI=1&nossl=1&hl=en&oe=ASCII
